[14Jan2025 04:25:15.187] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[14Jan2025 04:25:15.193] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.13 by Ubuntu; OS Linux arch amd64 version 6.5.0-1025-azure
[14Jan2025 04:25:18.076] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirector CoreMod initialized successfully!
[14Jan2025 04:25:18.126] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/lol/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[14Jan2025 04:25:18.206] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[14Jan2025 04:25:18.207] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/lol/servidor_minecraft
[14Jan2025 04:25:18.208] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/lol/servidor_minecraft/mods
[14Jan2025 04:25:18.208] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[14Jan2025 04:25:18.210] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/lol/servidor_minecraft/config/mods_optimizer/config.toml
[14Jan2025 04:25:18.251] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/lol/servidor_minecraft and mods dir /workspaces/lol/servidor_minecraft/mods for target SERVER in 41 ms.
[14Jan2025 04:25:18.252] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[14Jan2025 04:25:18.253] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~302 mods in /workspaces/lol/servidor_minecraft/mods with file extension .jar ...
[14Jan2025 04:25:18.296] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[14Jan2025 04:25:18.299] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/Explorify v1.6.2 f10-48.jar, which is expected in some cases.
[14Jan2025 04:25:18.354] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from DEFAULT to SERVER
[14Jan2025 04:25:18.358] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@1d035be3
[14Jan2025 04:25:18.359] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/lol/servidor_minecraft/mods/kotlinforforge-3.12.0-all.jar!
[14Jan2025 04:25:18.367] [main/WARN] [Mods Optimizer/]: ⚠ Found no version tag inside the fabric.mod.json file /workspaces/lol/servidor_minecraft/mods/webdisplays-1.3.3.jar!
[14Jan2025 04:25:18.442] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.the_bumblezone[1] section of the mods.toml file /workspaces/lol/servidor_minecraft/mods/the_bumblezone_forge-6.9.13+1.19.2.jar!
[14Jan2025 04:25:18.449] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp Sep 23, 2023:
[14Jan2025 04:25:18.576] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/lol/servidor_minecraft/mods/Patchouli-1.19.2-77.jar!
[14Jan2025 04:25:18.614] [main/WARN] [Mods Optimizer/]: ⚠ Found no name tag inside the fabric.mod.json file /workspaces/lol/servidor_minecraft/mods/PrettyPipes-1.13.6.jar!
[14Jan2025 04:25:18.621] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/dungeons-and-taverns-2.0.2 forge.jar, which is expected in some cases.
[14Jan2025 04:25:18.639] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/hearths-v1.0.0-mc1.19u1.19.3.jar, which is expected in some cases.
[14Jan2025 04:25:18.648] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/vanilla-refresh-1.4.17c.jar, which is expected in some cases.
[14Jan2025 04:25:18.661] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for paraglider from UNKNOWN to DEFAULT
[14Jan2025 04:25:18.674] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 266 mods.
[14Jan2025 04:25:18.675] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 5 data pack mods in 266 mods.
[14Jan2025 04:25:18.675] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 3 server mods in 266 mods.
[14Jan2025 04:25:18.676] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 257 default mods in 266 mods.
[14Jan2025 04:25:18.676] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[14Jan2025 04:25:18.677] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[14Jan2025 04:26:08.382] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file vanilla-refresh-1.4.17c.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.382] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file awesomedungeon-forge-1.19.2-3.2.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.382] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file MoreEnchantments_MC_1.19.2_Vers.1.4.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.382] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file badpackets-forge-0.2.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.382] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file starlight-1.1.1+forge.cf5b10b.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file table_top_craft-1.19-3.1.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file additional_lights-1.19-2.1.6.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file fusion-1.1.1-forge-mc1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file forge-1.19.2-43.4.2-universal.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file l2artifacts-1.8.4.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file chalk-1.19.2-1.6.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file emotecraft-for-MC1.19.2-2.2.7-b.build.50-forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.383] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file infernalmobs-1.19.2.4.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.384] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file DungeonsArise-1.19.2-2.1.54-release.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.384] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file tectonic-forge-1.19-2.3.5a.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.384] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file hearths-v1.0.0-mc1.19u1.19.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.384] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file etched-forge-2.3.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.384] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file matmos-6.5-forge-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.384] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file cofh_core-1.19.2-10.3.1.48.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.384] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file smoothchunk-1.19.2-3.5.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file emi-1.1.18+1.19.2+forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file voicechat-forge-1.19.2-2.5.26.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file sound-physics-remastered-forge-1.19.2-1.4.5.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file TerraBlender-forge-1.19.2-2.0.1.166.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file BiomesOPlenty-1.19.2-17.1.1.162.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Necronomicon-Forge-1.4.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file awesomedungeonnether-forge-1.19.2-3.1.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.385] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file InventoryLogger-1.19.2-1.1.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.386] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file spectrelib-forge-0.12.8+1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.386] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Coins-Forge-1.19.2-10.1.7.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.386] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file kffmod-3.12.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.386] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file v2.0.2beta-accuratebackrooms_forge-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.386] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file tctcore-1.5-forge-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.386] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file flywheel-forge-1.19.2-0.6.11-22.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.386] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file TortillasEspañolas.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file luckytntmod-1.19.2-1.4.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file ecologics-forge-1.19.2-2.1.11.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Xaeros_Minimap_24.6.1_Forge_1.19.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Croptopia-1.19.2-FORGE-2.2.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file simple_cream_1.19.2-1.2.5-forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file bocchium-1.19.2-0.0.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file subterrestrial-forge-1.19.2-2.0.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.387] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file polymorph-forge-0.46.6+1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file mixininheaven-mc1.17.1-1.20-v0.0.1-hotfix.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file AutoRegLib-1.8.2-55.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file [1.19.2] SecurityCraft v1.9.6.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file GiveMeHats-Forge-2.5.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file canary-mc1.19.2-0.3.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Argentina's delight 1.19.2 (3.0 beta).jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file AdvancedBackups-forge-1.19.2-3.6.4.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.388] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file NEG-FORGE-1.19.2-r1.5.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file PuzzlesLib-v4.4.3-1.19.2-Forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Deep Dark Regrowth 1.2.5.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file PizzaCraft-1.19.2-6.2.7.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Oh_The_Biomes_You'll_Go-forge-1.19.2-2.0.1.6.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file geckolib-forge-1.19-3.1.40.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file CorgiLib-forge-1.19.2-1.0.0.34.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file crittersandcompanions-1.19.2-2.1.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.389] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file mns-1.0.1-1.19.2-forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.390] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file CosmeticArmorReworked-1.19.2-v1a.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.390] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file explosiveenhancement-1.0.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.390] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file hexerei-0.3.3.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.390] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file grappling_hook_mod-1.19.2-1.19.2-v13.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.390] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file notenoughcrashes-5.0.0+1.19.2-forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.390] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Animation_Overhaul-forge-1.19.x-1.3.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.390] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file beautify-1.4.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file PalladiumCore-forge-1.19.2-1.4.6.0-forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file vc_gliders-forge-1.1.4.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Galosphere-1.19.2-1.3.0-Forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file naturalist-forge-4.0.3-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file DoggyTalents-1.19.2-2.6.10.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file connectivity-1.19.2-4.6.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file CasinoCraft_1.19.2_v25.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.391] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Incendium_1.19.3_v5.1.6.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file immersive_aircraft-0.7.9+1.19.2-forge.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file sophisticatedcore-1.19.2-0.6.4.730.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Nether's Overhaul-1.19.2_V1.1.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file InsaneLib-1.7.5-mc1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file piglinproliferation-1.19.2-1.0.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file XaerosWorldMap_1.39.2_Forge_1.19.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Prism-1.19.1-1.0.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Placebo-1.19.2-7.4.0.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.392] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file citadel-2.1.4-1.19.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.393] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file alexsmobs-1.21.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.393] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Tab-Stats-1.19.2-1.0.4.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.393] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file mixinextras-forge-0.2.0-beta.9.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.393] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file Bookshelf-Forge-1.19.2-16.3.20.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.393] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file sophisticatedbackpacks-1.19.2-3.20.2.1035.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.393] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file twigs-forge-1.19.2-3.0.1.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.393] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file takesapillage-1.0.3-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file ProgressiveBosses-3.7.6-mc1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file bygonenether-1.3.2-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file carryon-forge-1.19.2-2.1.2.23.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file melody_forge_1.0.1_MC_1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file ShieldExpansion-1.19.2-1.1.7a.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file SpelunkersCharm-3.5.9-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file konkrete_forge_1.8.0_MC_1.19-1.19.2.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.394] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file webdisplays-1.3.3.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.395] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file PrettyPipes-1.13.6.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
[14Jan2025 04:26:08.395] [main/WARN] [ModernFix/]: PathResourcePack base class instantiated with root path of mod file FarmersDelight-1.19.2-1.2.4.jar. This probably means a mod should be calling ResourcePackLoader.createPackForMod instead. Applying workaround.
